%
1			achieve
假设			13
接着			13
连			13
就			13
无论			13
无论如何			13
然而			13
然后			13
仅仅			13
当			13
当时			13
像			13
与			13
与其			13
尽管			13
随着			13
还有			13
还是			13
虽			13
虽然			13
关于			13
鉴于			13

入殓			14
上吊			14
上香			14
亡故			14
大屠杀			14
大体			14
不朽			14
公祭			14
公墓			14
凶杀			14
分尸			14
太平间			14
火化			14
火葬			14
古墓			14
白包			14
凶案			14
凶杀			14
危及			14
危险			14
安葬			14
安乐死			14
收殓			14
死			14
死亡			14
死刑			14
死者			14
死神			14
自杀			14
自残			14
自毁			14
告别式			14
孝服			14
灾难			14
私刑			14
事故			14
受害人			14
往生			14
披麻			14
服丧			14
法事			14
长生			14
哀悼			14
哀伤			14
哀恸			14
垂死			14
尸*			14
尸体			14
枯			14
活			14
流行病			14
致死			14
致命			14
讣文			14
讣告			14
埋葬			14
家祭			14
消灭			14
骨灰			14
骨灰坛			14
鬼			14
鬼魂			14
屠宰			14
屠杀			14
带孝			14
扫墓			14
杀			14
杀人			14
杀死			14
杀戮			14
凄凉			14
祭文			14
祭祀			14
祭拜			14
祭祖			14
处死			14
处决			14
陵墓			14
丧失			14
丧服			14
丧葬			14
丧亲			14
丧礼			14
奠仪			14
悲伤			14
悲恸			14
棺*			14
残杀			14
残骸			14
牌位			14
伤亡			14
伤心			14
伤者			14
意外			14
慈制			14
毁灭			14
溺死			14
灭绝			14
灭种			14
葬礼			14
解剖			14
墓			14
墓穴			14
墓地			14
墓碑			14
枪毙			14
祸害			14
误杀			14
挽联			14
坟地			14
坟墓			14
忧伤			14
瘟疫			14
战火			14
战争			14
战乱			14
谋杀			14
遗书			14
遗嘱			14
默哀			14
殡*			14
濒死			14
严制			14
护柩			14
验尸			14
验尸官			14
灵车			14
灵柩			14
灵骨塔			14
灵堂			14

不可			15
不可以			15
不必			15
不甘			15
不用			15
不足			15
不能			15
不得			15
不须			15
不会			15
不管			15
不需			15
不应该			15
不顾			15
之外			15
反而			15
欠缺			15
可			15
可以			15
可能			15
必要			15
必得			15
必备			15
必须			15
本来			15
正常			15
如果			15
此外			15
而是			15
但愿			15
希望			15
希冀			15
后悔			15
相见恨晚			15
盼望			15
若			15
要			15
差异			15
差距			15
悔不当初			15
悔恨			15
祝			15
祝福			15
缺			15
缺少			15
缺乏			15
能			15
除此之外			15
假设			15
惋惜			15
欲望			15
理想			15
期待			15
期盼			15
期望			15
渴求			15
渴望			15
无法			15
想			15
想要			15
意外			15
会			15
经常			15
预期			15
匮乏			15
宁可			15
宁愿			15
误会			15
误解			15
需要			15
欲望			15
冀望			15
懊悔			15
错			15
错误			15
优于			15
应有			15
应当			15
应该			15
向往			15
愿			15
愿望			15

不			16
不然			16
不管			16
反而			16
去除			16
只			16
只是			16
如果			16
而是			16
但是			16
否			16
否则			16
改天			16
没有			16
取消			16
非关			16
某			16
相比			16
相对			16
省略			16
若			16
若非			16
消除			16
除外			16
除非			16
排除			16
弃权			16
就			16
减除			16
无			16
然而			16
仅仅			16
宁愿			16
漠视			16
轻忽			16
遗忘			16

入赘			17
丈夫			17
大伯			17
女儿			17
小犬			17
小叔			17
小姑			17
已婚			17
内人			17
公公			17
公婆			17
太太			17
太祖			17
父			17
父母			17
父亲			17
兄			17
兄弟			17
出嫁			17
外子			17
外公			17
外祖父			17
外祖母			17
外婆			17
外甥			17
外甥女			17
奶奶			17
奶爸			17
奶妈			17
母			17
母亲			17
先生			17
老公			17
老婆			17
伯			17
伯公			17
伯父			17
伯母			17
伯伯			17
伴侣			17
妗			17
弟*			17
侄*			17
儿子			17
叔*			17
妯娌			17
妹妹			17
妻*			17
姊*			17
姐*			17
姑丈			17
姑父			17
姑母			17
姑妈			17
爸			17
爸爸			17
表兄			17
表弟			17
表妹			17
表姊			17
表姐			17
表哥			17
迎娶			17
阿公			17
阿姨			17
阿祖			17
阿妈			17
前夫			17
前任			17
前妻			17
姥姥			17
姨*			17
侄*			17
孩子			17
后母			17
哥			17
哥哥			17
孙			17
孙女			17
孙子			17
孙儿			17
家人			17
家庭			17
家族			17
家属			17
爹			17
爹爹			17
祖父			17
祖母			17
祖先			17
配偶			17
干弟			17
干姐			17
干爸			17
干哥			17
干爹			17
干妈			17
堂兄			17
堂弟			17
堂妹			17
堂姊			17
堂姐			17
堂哥			17
娶			17
婆婆			17
婚姻			17
妇女			17
异父			17
异母			17
结婚			17
媳妇			17
妈			17
妈咪			17
妈妈			17
嫁			17
嫁娶			17
爷爷			17
义女			17
义子			17
义父			17
义母			17
舅*			17
过继			17
远亲			17
养女			17
养子			17
养父			17
养母			17
亲家			17
亲戚			17
亲属			17
婶*			17
双亲			17
继子			17
继父			17
继母			17

不平			18
手			18
手指			18
毛			18
毛茸茸			18
火			18
失重			18
平坦			18
平滑			18
皮			18
皮肤			18
光滑			18
冰冷			18
冰冻			18
尖			18
尖锐			18
冷			18
冷冻			18
均匀			18
抓			18
抓住			18
沉重			18
沙			18
沙沙			18
牢固			18
辛辣			18
刮			18
刷			18
刺			18
刺激			18
抹			18
拂			18
厚			18
柔			18
柔和			18
柔软			18
重			18
重量			18
冻			18
冻结			18
捏			18
脆弱			18
干*			18
坚硬			18
密集			18
接触			18
推			18
敏锐			18
凉快			18
粗			18
粗糙			18
细			18
软			18
软绵绵			18
麻			18
寒冷			18
握住			18
酸*			18
硬			18
稀少			18
稀疏			18
稀薄			18
丝			18
丝柔			18
舒适			18
圆			18
圆形			18
圆弧			18
涂			18
微弱			18
爱抚			18
感觉			18
搔			18
搔痒			18
暖和			18
温柔			18
温暖			18
湿*			18
碰			18
碰到			18
碰触			18
零散			18
夺			18
敲			18
榨			18
紧			18
紧抓			18
紧密			18
紧握			18
轻拍			18
轻柔			18
酸痛			18
鸣声			18
宽松			18
弹性			18
摩			18
摩擦			18
模糊			18
潮湿			18
热			18
热情			18
锋利			18
拥抱			18
烧			18
烫			18
压			18
压迫			18
击			18
挤			18
擦			18
拧			18
湿			18
湿答答			18
湿湿			18
薄			18
黏稠			18
松			18
松弛			18
松垮			18
松软			18
松散			18
触			18
触摸			18

之类			19
恩			19
就			19
就是			19
等等			19
话说			19
像是			19
对了			19

女友			20
女伴			20
女朋友			20
友			20
友谊			20
心肝			20
未婚夫			20
伙伴			20
同行			20
同伴			20
同志			20
同事			20
同胞			20
同僚			20
同伙			20
伴侣			20
助手			20
男友			20
男伴			20
男朋友			20
朋友			20
知己			20
社团			20
哈尼			20
客人			20
室友			20
相识			20
马子			20
情人			20
甜心			20
莫逆			20
莫逆之交			20
麻吉			20
家伙			20
换帖			20
爱人			20
搭档			20
伙伴			20
宾客			20
挚友			20
熟人			20
邻居			20
亲爱的			20
点头之交			20
宝贝			20
恋人			20

一			21
一千*			21
一切			21
一方面			21
一半			21
一旦			21
一向			21
一百*			21
一些			21
一定			21
一直			21
一段			21
一面			21
一般			21
一般而言			21
一会儿			21
一万*			21
一亿*			21
一样			21
一点			21
一点点			21
一边			21
乙			21
七			21
七十*			21
七千*			21
七兆*			21
七百*			21
七万*			21
七亿*			21
乃			21
乃是			21
九			21
九十*			21
九千*			21
九兆*			21
九百*			21
九万*			21
九亿*			21
了			21
二			21
二十*			21
二千*			21
二兆*			21
二百*			21
二万*			21
二亿*			21
人			21
人人			21
人家			21
八			21
八十*			21
八千*			21
八兆*			21
八百*			21
八万*			21
八亿*			21
十			21
十一*			21
十七*			21
十九*			21
十二*			21
十八*			21
十三*			21
十五*			21
十六*			21
十分			21
十四*			21
十兆*			21
十万*			21
十亿*			21
又			21
三			21
三十*			21
三千*			21
三兆*			21
三百*			21
三万*			21
三亿*			21
上			21
下			21
下去			21
下来			21
也			21
也好			21
也许			21
千			21
千千			21
口			21
大			21
大多			21
大多数			21
大约			21
大致			21
大家			21
大部分			21
大都			21
大幅			21
大量			21
大概			21
小			21
小人物			21
小弟			21
已			21
已经			21
才			21
不*			21
中			21
之			21
之下			21
之中			21
之内			21
之外			21
之前			21
之后			21
之间			21
之余			21
予以			21
互相			21
五			21
五十*			21
五千*			21
五兆*			21
五百*			21
五万*			21
五亿*			21
什么			21
今			21
今天			21
今日			21
今年			21
今后			21
仍			21
仍然			21
仍旧			21
元			21
内			21
公分			21
公尺			21
公斤			21
公里			21
公顷			21
六			21
六十*			21
六千*			21
六兆*			21
六百*			21
六万*			21
六亿*			21
分			21
分钟			21
切勿			21
勿*			21
及			21
反			21
反正			21
反而			21
天			21
太			21
少			21
少量			21
少数			21
尤其			21
廿			21
户			21
支			21
斤			21
日			21
日前			21
日后			21
止			21
毋须			21
比			21
比较			21
片			21
片段			21
且			21
主要			21
他			21
他人			21
他们			21
仟			21
以			21
以上			21
以下			21
以及			21
以外			21
以免			21
以来			21
以往			21
以前			21
以后			21
充足			21
充满			21
加以			21
半			21
去			21
去年			21
古代			21
古早			21
句			21
另			21
另一方面			21
另外			21
只			21
只好			21
只有			21
只是			21
只要			21
可			21
可以			21
可是			21
可能			21
台			21
四			21
四十*			21
四千*			21
四兆*			21
四百*			21
四处			21
四万*			21
四亿*			21
外			21
它			21
它们			21
左右			21
平时			21
平常			21
必			21
必要			21
必得			21
必须			21
未			21
未必			21
未有			21
未来			21
未曾			21
本			21
本人			21
本身			21
本来			21
正			21
正在			21
正好			21
用不到			21
由			21
由于			21
目前			21
立即			21
立刻			21
亦			21
件			21
任一			21
任何			21
份			21
伍			21
伙			21
先于			21
全部			21
全然			21
全体			21
共			21
再			21
再次			21
再度			21
劣于			21
各			21
各式各样			21
合计			21
吋			21
同			21
同一			21
同时			21
同样			21
名			21
向			21
回			21
因			21
因此			21
因而			21
因为			21
在			21
在下			21
地			21
多			21
多少			21
多半			21
多于			21
多量			21
多数			21
多余			21
多点			21
她			21
她们			21
好			21
好几			21
如			21
如今			21
如同			21
如此			21
如此一来			21
如何			21
如果			21
年			21
式			21
成为			21
早已			21
早日			21
有			21
有没有			21
有的			21
有时			21
有点			21
朵			21
次			21
此			21
此外			21
此刻			21
此时			21
汝			21
汝等			21
百			21
百分比			21
百万			21
而			21
而已			21
而且			21
自			21
自己			21
自行			21
自身			21
自从			21
自然			21
至			21
至今			21
至少			21
至于			21
行			21
串			21
似乎			21
似的			21
但			21
但是			21
位			21
低			21
低于			21
何			21
何时			21
何处			21
作			21
你			21
你们			21
别			21
别人			21
即			21
即日			21
即可			21
即使			21
即刻			21
实时			21
即将			21
否			21
否决			21
否定			21
否则			21
否认			21
吧			21
吼			21
吾			21
吾人			21
吾等			21
呀			21
均			21
完全			21
完整			21
局			21
局部			21
快			21
快速			21
我			21
我俩			21
我们			21
批			21
把			21
更			21
更少			21
更加			21
更多			21
束			21
步			21
每			21
每当			21
决不			21
没*			21
牠			21
牠们			21
玖			21
甫			21
究竟			21
系列			21
足够			21
迅速			21
那			21
那位			21
那些			21
那个			21
那时			21
那里			21
那么			21
里			21
并			21
并且			21
并非			21
事			21
事事			21
事物			21
事情			21
些			21
些许			21
佰			21
来			21
来自			21
依			21
依照			21
两			21
两千*			21
两兆*			21
两百			21
两者			21
两万*			21
两亿*			21
其			21
其中			21
其他			21
其它			21
其余			21
初			21
到			21
到底			21
呢			21
和			21
坪			21
妳			21
妳们			21
始于			21
尚			21
尚未			21
届			21
届时			21
底			21
彼此			21
往			21
往往			21
往后			21
忽然			21
或			21
或者			21
或是			21
或许			21
所			21
所以			21
所有			21
于			21
于是			21
明			21
明天			21
明年			21
昔日			21
杯			21
东西			21
枚			21
沿			21
况且			21
波			21
状			21
的			21
的话			21
的确			21
直至			21
直到			21
祂			21
股			21
肯			21
肯定			21
近			21
近日			21
近年			21
近来			21
近期			21
长			21
长久			21
门			21
附近			21
非			21
非常			21
非得			21
便			21
则			21
前			21
前天			21
却			21
咧			21
咱			21
咱们			21
哇			21
哇咧			21
哎			21
哎呀			21
封			21
度			21
很			21
很少			21
很多			21
后			21
怎么			21
恰好			21
拾			21
按照			21
挖咧			21
故			21
既			21
既然			21
昨			21
昨天			21
昨日			21
是			21
架			21
某			21
某人			21
柒			21
段			21
为			21
为了			21
为止			21
甚			21
甚至			21
相			21
相互			21
相当			21
看			21
秒			21
约			21
美元			21
耶			21
若			21
若非			21
若是			21
要			21
要是			21
重新			21
面			21
页			21
首			21
首先			21
俺			21
个			21
倍			21
倒			21
倘若			21
刚			21
刚才			21
刚刚			21
原			21
原先			21
哦			21
哩			21
哪			21
哪些			21
哪里			21
唉			21
套			21
家			21
家家			21
差不多			21
座			21
恐怕			21
捌			21
时			21
时时			21
时常			21
根			21
根本			21
根据			21
特别			21
班			21
真			21
真正			21
真的			21
真是			21
祢			21
级			21
纷纷			21
能			21
能够			21
般			21
岂不			21
岂不是			21
起			21
起来			21
起初			21
针对			21
阵			21
除			21
除了			21
除外			21
除此之外			21
除非			21
只			21
马上			21
高			21
假如			21
假使			21
假设			21
偶尔			21
副			21
参			21
唯一			21
啊			21
啦			21
圈			21
堆			21
够			21
将			21
将来			21
将近			21
将要			21
常			21
常常			21
张			21
得			21
从			21
从不			21
从未			21
从来			21
从前			21
您			21
您们			21
排			21
接下来			21
接着			21
敝人			21
晚近			21
条			21
欸			21
毫不			21
毫无			21
现			21
现今			21
现在			21
现阶段			21
瓶			21
毕竟			21
众多			21
票			21
竟			21
竟然			21
第*			21
终于			21
组			21
莫			21
莫非			21
处			21
处处			21
被			21
许多			21
透过			21
逐渐			21
这			21
这位			21
这些			21
这时			21
这里			21
这么			21
这样			21
这边			21
通常			21
连			21
部			21
部分			21
部份			21
都			21
陆			21
陆续			21
剩下			21
剩余			21
喔			21
单一			21
单独			21
场			21
壹			21
就			21
幅			21
几			21
几十*			21
几乎			21
敢			21
普遍			21
曾			21
曾经			21
替			21
最			21
最少			21
最多			21
最近			21
最后			21
最终			21
朝			21
期			21
栋			21
棵			21
款			21
无*			21
然而			21
然后			21
番			21
短			21
稀少			21
稍微			21
笔			21
绝不			21
绝非			21
绝无			21
绝对			21
着			21
贰			21
越来越			21
周			21
进一步			21
开始			21
间			21
队			21
集			21
项			21
顺			21
须			21
仅			21
仅仅			21
吗			21
嗯			21
嗯哼			21
块			21
想			21
想要			21
愈			21
愈来愈			21
会			21
极			21
岁			21
当			21
当下			21
当中			21
当天			21
当年			21
当初			21
当前			21
当时			21
当然			21
节			21
经由			21
经常			21
群			21
肆			21
万万			21
号			21
里			21
该			21
跟			21
较			21
较少			21
遍			21
过			21
过分			21
过去			21
过份			21
道			21
零			21
顿			21
像			21
像是			21
嘛			21
团			21
实在			21
实际			21
宁愿			21
对			21
对方			21
对于			21
彻底			21
满			21
渐渐			21
尔等			21
种			21
种种			21
与			21
与否			21
与其			21
认真			21
貌			21
轻微			21
远			21
远处			21
远远			21
需			21
需要			21
颇			21
亿*			21
嘿			21
层			21
幢			21
数			21
数十*			21
暂不			21
样			21
盘			21
确切			21
确实			21
篇			21
罢了			21
谁			21
诸			21
趟			21
辆			21
遭			21
靠			21
余			21
尽管			21
吨			21
据			21
整			21
整个			21
整体			21
独一无二			21
艘			21
随			21
随地			21
随便			21
随后			21
随时			21
随处			21
随着			21
随意			21
头			21
频繁			21
帮			21
应			21
应当			21
应该			21
总共			21
总是			21
总计			21
总数			21
总额			21
声			21
还			21
还不是			21
还有			21
还是			21
虽			21
虽然			21
颗			21
点			21
简直			21
简单			21
藉			21
丰富			21
双			21
双方			21
双倍			21
题			21
额外			21
关于			21
难以			21
愿意			21
类			21
譬如			21
鉴于			21
显然			21
让			21

下去			22
之后			22
今后			22
日后			22
以后			22
未来			22
立即			22
立刻			22
早日			22
即将			22
届时			22
明			22
明天			22
明年			22
后			22
看			22
马上			22
将			22
将来			22
将要			22
接下来			22
随后			22

x射线			23
人命			23
下药			23
大夫			23
小儿科			23
不良			23
中毒			23
中风			23
中医			23
元气			23
分裂症			23
切除			23
反胃			23
幻视			23
幻觉			23
幻听			23
心血管			23
心痛			23
心跳			23
心电图			23
心脏病			23
手术			23
手术室			23
支气管			23
止咳			23
止痛药			23
牙科			23
牙医			23
丘疹			23
充血			23
出血			23
加护			23
外科			23
失明			23
失眠			23
孕			23
孕期			23
打嗝			23
打瞌睡			23
生存			23
生命			23
生病			23
生理			23
甲状腺			23
白内障			23
白血病			23
立得宁			23
吐			23
安眠药			23
成药			23
早产			23
有害			23
有病			23
死尸			23
百忧解			23
老花眼			23
肉体			23
血清			23
血癌			23
低温			23
住院			23
作呕			23
免疫			23
冷			23
吸收			23
吸毒			23
壮阳药			23
妊娠			23
抗过动药			23
抗酸			23
抗药			23
沈溺			23
沉迷			23
沉溺			23
狂饮			23
狂躁			23
足科			23
足病			23
乳癌			23
儿科			23
刮除			23
制酸			23
刺痛			23
受孕			23
受伤			23
呼气			23
性命			23
性病			23
性欲			23
披衣菌			23
抽血			23
抽动			23
抽筋			23
拉皮			23
拔罐			23
放射			23
昏昏欲睡			23
昏倒			23
昏眩			23
昏迷			23
昏厥			23
昏睡			23
服药			23
治疗			23
治愈			23
疙瘩			23
盲			23
盲人			23
盲肠			23
盲肠炎			23
肥			23
肥胖			23
肥胖症			23
肺气肿			23
近视			23
阻塞			23
阿司匹林			23
青光眼			23
青春痘			23
便秘			23
冠状动脉			23
咳			23
咳嗽			23
指压			23
按摩			23
毒			23
毒物			23
毒品			23
毒素			23
毒药			23
洗肠			23
洗澡			23
活			23
活力			23
流血			23
流食			23
流产			23
流感			23
疣			23
疥癣			23
美白			23
胃口			23
胃灼热			23
胃痛			23
胖			23
军医			23
重听			23
食入			23
候诊			23
哮喘			23
哺乳			23
哽			23
弱			23
恐惧症			23
核磁共振			23
气喘			23
消化			23
消炎			23
疱疹			23
疲倦			23
疲劳			23
疲惫			23
疹			23
疼痛			23
疾病			23
痂			23
病			23
病房			23
病原			23
病假			23
病理			23
病理学			23
病态			23
病征			23
症状			23
症候群			23
疱疹			23
眩晕			23
神经病			23
神经学			23
粉刺			23
胰岛素			23
脂肪			23
脉搏			23
脊椎			23
衰弱			23
退烧药			23
配药			23
酒			23
酒精			23
针灸			23
高血压			23
偏头痛			23
健保			23
健康			23
健检			23
勒戒			23
堵塞			23
妇科			23
宿醉			23
康复			23
强迫症			23
悸动			23
排毒			23
挂号			23
敏感			23
梅毒			23
淋巴			23
淋巴液			23
淤血			23
痔疮			23
窒息			23
累			23
处方			23
造影			23
阴部			23
麻痹			23
创伤			23
喉糖			23
喘气			23
喝醉			23
寒冷			23
寒颤			23
复原			23
斑点			23
减肥			23
无痛			23
痘			23
痉挛			23
痛			23
痛苦			23
发作			23
发育			23
发炎			23
发烧			23
结石			23
结肠			23
绞痛			23
胀气			23
虚弱			23
诊所			23
诊断			23
诊断书			23
贺尔蒙			23
贲门			23
超重			23
开药			23
隆起			23
催吐			23
传染			23
伤			23
伤口			23
伤疤			23
伤害			23
爱滋			23
艾滋病			23
感冒			23
感染			23
晕眩			23
温度计			23
照料			23
照顾			23
烦恼			23
畸形			23
瘀			23
肿			23
肿胀			23
肿块			23
肿瘤			23
腱			23
脚病			23
腹痛			23
腹泻			23
腺			23
腺体			23
解毒			23
运动			23
过重			23
过敏			23
过敏原			23
雷射			23
厌食			23
厌食症			23
呕			23
呕吐			23
寿命			23
慢性			23
慢性病			23
截肢			23
睾			23
精疲力尽			23
精疲力竭			23
精神病			23
精神病药			23
维他命			23
维生素			23
膀胱			23
远视			23
鼻窦炎			23
僵			23
僵硬			23
恶心			23
噎			23
堕胎			23
征候			23
忧郁			23
暴食			23
暴饮暴食			23
溃疡			23
疮			23
瞎			23
磕药			23
胶布			23
醉酒			23
剂			23
剂量			23
整形			23
激素			23
糖尿病			23
锭			23
静脉			23
头昏眼花			23
头痛			23
头晕			23
头晕目眩			23
擦伤			23
检查			23
营养			23
疗法			23
癌			23
癌症			23
矫正			23
绷带			23
胆固醇			23
脓包			23
临床			23
避孕药			23
阑尾			23
阑尾炎			23
躯体			23
转诊			23
医生			23
医治			23
医师			23
医院			23
医学			23
医疗			23
医药			23
镇痛			23
镇静剂			23
怀孕			23
药			23
药丸			23
药方			23
药片			23
药房			23
药理学			23
药剂			23
链球菌			23
痒			23
窦			23
躁郁症			23
摄入			23
摄食			23
灌肠			23
护士			23
护理			23
瘾			23
聋			23
聋哑			23
晒黑			23
晒伤			23
验光			23
体格			23
体温计			23
瘫痪			23

大叫			24
大吼			24
大喊			24
大声			24
分贝			24
叫喊			24
合奏			24
合唱			24
合唱团			24
安静			24
尖叫			24
有声			24
耳朵			24
耳语			24
低语			24
吵			24
吵闹			24
吶喊			24
吼			24
吼叫			24
告诉			24
沉默			24
沙哑			24
私语			24
言论			24
刺耳			24
协调			24
呼喊			24
呼声			24
和谐			24
怒吼			24
重听			24
音乐			24
音乐会			24
音调			24
唱			24
唱歌			24
念			24
寂静			24
清晰			24
聆听			24
喊			24
喊叫			24
喧闹			24
无声			24
发声			24
聒噪			24
隆隆			24
隆隆声			24
倾听			24
嗓子			24
嗓门			24
嗡嗡			24
铃声			24
隔音			24
雷			24
雷声			24
嘈杂			24
歌			24
歌曲			24
歌唱			24
演奏			24
演奏会			24
演讲			24
说			24
说话			24
轻柔			24
鸣			24
鸣叫			24
嘶吼			24
乐曲			24
乐音			24
谈话			24
谈论			24
震耳欲聋			24
噪音			24
静			24
静默			24
声音			24
声响			24
讲			24
讲话			24
轰隆			24
响			24
响亮			24
响起			24
听*			24
聋			24
聋哑			24

大门			25
大楼			25
女佣			25
工作室			25
公寓			25
天井			25
火炉			25
功课			25
布幕			25
平台			25
打扫			25
休假			25
冰箱			25
地主			25
地址			25
地契			25
地毯			25
宅			25
衣柜			25
衣橱			25
住户			25
住址			25
作业			25
吸尘器			25
床			25
床垫			25
沐浴			25
沙发			25
车库			25
居民			25
居住			25
房子			25
房东			25
房契			25
房客			25
房屋			25
房租			25
房间			25
抵押			25
拖地			25
拖把			25
枕头			25
狗窝			25
空间			25
卧室			25
花园			25
长椅			25
门			25
门帘			25
信箱			25
前院			25
室			25
室友			25
屋子			25
屋主			25
后院			25
洗衣机			25
洗碗机			25
修理			25
厝			25
套房			25
家			25
家人			25
家事			25
家具			25
家庭			25
家务			25
家族			25
家乡			25
庭院			25
梳妆台			25
浴室			25
浴缸			25
烘			25
烘烤			25
烘干机			25
烘培			25
烘焙			25
烤			25
烤箱			25
烤炉			25
神桌			25
租金			25
租契			25
租约			25
租赁			25
草地			25
草坪			25
院子			25
假期			25
宿舍			25
密室			25
巢			25
帷幔			25
扫			25
扫帚			25
扫除			25
淋浴			25
清除			25
清理			25
清洁			25
透天			25
顶楼			25
家具			25
家具			25
就寝			25
厕所			25
椅垫			25
游泳池			25
牌位			25
画室			25
窗户			25
窗帘			25
邮箱			25
阳台			25
阳台			25
雅房			25
佣			25
佣人			25
微波			25
微波炉			25
摇椅			25
暖炉			25
碗橱			25
节日			25
电视			25
垫子			25
寡妇			25
寝具			25
寝室			25
睡			25
睡眠			25
睡椅			25
睡觉			25
窝			25
阁楼			25
宽大			25
宽敞			25
厨房			25
跃层			25
楼顶			25
躺椅			25
邻居			25
壁橱			25
壁炉			25
整齐			25
澡盆			25
盥洗室			25
擦			25
翻修			25
翻新			25
杂务			25
宠物			25
橱			25
帘			25
炉			25
露台			25
鳏夫			25
厅			25

人			26
人民			26
人们			26
人群			26
人类			26
大人			26
大家			26
女*			26
子女			26
小伙子			26
小妞			26
小姐			26
小孩			26
公民			26
太太			26
夫人			26
少女			26
少年			26
少妇			26
市民			26
平民			26
幼儿			26
本人			26
份子			26
先生			26
同伴			26
同伙			26
成人			26
成年人			26
成员			26
百姓			26
老百姓			26
老师			26
自己			26
自我			26
男*			26
儿子			26
儿童			26
居民			26
长官			26
孩子			26
孩童			26
个人			26
绅士			26
家伙			26
搭档			26
新生			26
新生儿			26
会员			26
群众			26
伙伴			26
阁下			26
婴儿			26
婴孩			26

人家			27
小弟			27
本人			27
在下			27
自己			27
吾			27
我			27
俺			27
敝人			27

一起			28
一样			28
入			28
又			28
也			28
中			28
内			28
内幕			28
及			28
加			28
加入			28
加上			28
包含			28
包括			28
四处			28
共同			28
各			28
同			28
同一			28
同样			28
而且			28
改期			28
每*			28
来			28
来自			28
两者			28
其他			28
其实			28
到			28
到处			28
到达			28
周围			28
和			28
拓展			28
沿*			28
附加			28
附近			28
附带			28
指定			28
指派			28
皆			28
相加			28
相同			28
相似			28
相关			28
带			28
带有			28
带领			28
张开			28
添加			28
异于			28
都			28
敞开			28
无所不包			28
进入			28
开			28
开放			28
里			28
里面			28
宁可			28
与			28
增加			28
靠拢			28
环绕			28
扩充			28
扩展			28
扩张			28
归属			28
额外			28

三明治			29
上菜			29
下午茶			29
口渴			29
小吃			29
小吃店			29
午饭			29
午餐			29
比萨			29
水			29
水果			29
水果酒			29
火锅			29
牛奶			29
主餐			29
可口			29
可乐			29
奶			29
正餐			29
用餐			29
份			29
份量			29
冰淇淋			29
冰糖			29
吃			29
吃素			29
吃饱			29
好吃			29
早饭			29
早餐			29
老饕			29
自助餐			29
吞			29
吞下			29
吞咽			29
吸收			29
吸烟			29
快餐			29
汽水			29
色拉			29
狂饮			29
乳			29
乳汁			29
乳制品			29
味道			29
咀嚼			29
咖啡			29
咖啡豆			29
披萨			29
抽烟			29
抽烟			29
果			29
果汁			29
果实			29
油炸			29
肥			29
肥胖			29
肥胖症			29
青菜			29
威士忌			29
炸			29
美味			29
胃口			29
胖			29
重			29
重量			29
食			29
食入			29
食物			29
食品			29
食欲			29
宴			29
宴会			29
宵夜			29
挨饿			29
消化			29
消夜			29
烈酒			29
烘			29
烘烤			29
烘焙			29
烤			29
狼吞虎咽			29
素食			29
脂肪			29
茶			29
茶叶			29
酒			29
酒吧			29
酒精			29
酒醉			29
饥饿			29
做菜			29
啤酒			29
晚饭			29
晚餐			29
烹饪			29
烹调			29
甜			29
甜点			29
蛋			29
贪吃			29
雪茄			29
喜酒			29
喝			29
喝醉			29
减肥			29
渴			29
滋味			29
煮			29
煮沸			29
煮菜			29
煮熟			29
痛饮			29
菜肴			29
烟			29
超重			29
进食			29
进餐			29
开胃			29
开胃菜			29
饭店			29
饮			29
饮食			29
饮料			29
煎			29
烟			29
节食			29
意大利面			29
葡萄酒			29
过重			29
饱			29
厌食			29
畅饮			29
卤味			29
碟子			29
蜜饯			29
厨房			29
撑			29
暴食			29
暴饮暴食			29
瘦			29
盘子			29
蔬菜			29
饿			29
糕点			29
糖			29
糖果			29
膳食			29
餐			29
餐车			29
餐馆			29
餐厅			29
营养			29
薯条			29
喂			29
喂食			29
点心			29
杂货店			29
鸡尾酒			29
咽			29
咽下			29
嚼			29
苏打			29
面包			29
面食			29
面团			29
摄入			29
摄食			29
饕客			29
体重			29

小心			30
小心翼翼			30
干预			30
干扰			30
不准			30
不理			30
不顾			30
中止			30
分歧			30
反对			30
支配			30
止住			30
主宰			30
平定			30
打消			30
矛盾			30
回绝			30
守住			30
守旧			30
扣除			30
有限			30
有异			30
死板			30
自制			30
占有			30
克制			30
否决			30
告诫			30
困*			30
妨碍			30
忌讳			30
忘			30
忘记			30
戒律			30
戒除			30
抑制			30
抓*			30
抗辩			30
束			30
束缚			30
牢固			30
防*			30
制*			30
取缔			30
受限			30
固执			30
屈服			30
底			30
延期			30
延误			30
推迟			30
延迟			30
征服			30
忽略			30
忽视			30
抵*			30
拒*			30
拖延			30
拘*			30
服从			30
阻*			30
局*			30
保*			30
削减			30
勉强			30
封*			30
幽禁			30
急迫			30
持有			30
抵触			30
界线			30
相反			30
矜持			30
约束			30
约定			30
要求			30
迫*			30
限*			30
倔强			30
捉			30
捕捉			30
狭隘			30
砥*			30
秘密			30
耽误			30
耽搁			30
停*			30
专制			30
强制			30
强迫			30
控制			30
教训			30
疏忽			30
终止			30
被迫			30
规定			30
规则			30
规律			30
规范			30
设防			30
设定			30
责任			30
通牒			30
陷*			30
围住			30
掌控			30
